source,target,weight
1607170,72936,1
1607170,1228752,1
1607170,1151938,1
1607170,1454702,1
1607170,889090,3
1607170,1079875,1
1607170,747182,2
1607170,931845,4
1607172,1454702,1
1607172,294501,1
1607172,1079875,1
1607172,72936,1
1607172,1228752,1
1607172,1039904,1
1607172,316569,1
1033747,1618604,1
1033747,60561,1
468507,462018,1
468507,1166595,1
468507,1586776,1
476702,1481761,1
476702,1143860,1
476702,1201617,1
476702,1391604,1
435744,1249902,1
435744,1050165,2
1148451,1395859,1
1222180,772448,1
1426992,604371,1
1426992,931845,1
1426992,1036060,1
1426992,423940,1
1426992,1151938,1
1426992,364739,1
157233,1099702,1
157233,368449,4
157233,1512296,1
157233,362655,1
157233,780681,1
157233,1088800,5
157233,1265361,4
157233,331047,1
157233,1670519,1
157233,464375,1
157233,1151075,18
157233,925471,6
157233,264044,1
157233,301976,1
157233,411847,1
157233,1616693,1
157233,1632015,2
157233,37053,1
157233,916684,1
1574448,591690,1
435763,1158890,1
435763,1201617,1
1050165,1160999,2
1050165,1174080,1
1050165,1535952,1
1050165,1249902,2
1353272,780681,4
1353272,961706,3
1353272,375329,1
1353272,522780,4
1353272,850656,3
1353272,411847,4
1353272,13982,4
1353272,1120791,2
910910,1322482,4
910910,1632846,1
910910,551002,3
910910,462018,1
910910,578556,1
910910,397041,1
910910,471301,3
910910,1420754,2
910910,346573,2
910910,875341,3
910910,563144,14
910910,381745,2
910910,307990,2
910910,26340,4
910910,1272562,1
910910,362655,1
910910,1513110,1
910910,374767,2
910910,772395,1
910910,617339,4
910910,276394,3
910910,933805,2
910910,747182,12
910910,1682255,5
910910,80809,1
910910,916523,3
1189449,309699,2
632394,1060080,1
632394,649539,1
1476173,1700428,3
1631832,1699781,1
1631832,338605,1
1631832,1535952,1
231002,486710,1
231002,502770,1
231002,1700428,1
427612,863531,1
427612,850174,1
1255005,774887,1
1255005,641292,1
1255005,563896,1
1255005,1095926,1
1255005,1160307,2
1255005,573221,1
1255005,755397,1
1255005,1174026,1
1255005,1201617,1
1255005,272501,6
1255005,1055498,1
1255005,1481761,6
1255005,813692,1
1255005,1629658,2
1255005,882303,1
1255005,1094175,1
1255005,1666862,1
1255005,882318,1
1255005,882302,1
1255005,1037989,1
1255005,841916,1
1255005,391709,1
1255005,392161,1
1255005,892480,1
1255005,130178,1
1255005,51174,2
1255005,1315729,1
1615453,753478,1
1615453,334053,1
1615453,617284,1
763488,69595,1
992870,1306273,1
992870,392161,1
992870,412261,1
992870,1512894,1
1263208,1329495,1
1263208,1228620,1
1263208,1484773,1
394857,1585232,1
394857,563012,1
1091182,1708463,1
1091182,1001240,2
1336963,850656,1
1336963,86208,1
1336963,822803,2
566922,724072,1
1050261,452414,1
1050261,1174026,1
1640085,331047,1
1042069,472143,1
1042069,907115,2
902810,1241377,1
902810,349719,1
525988,752374,1
525988,1662420,1
124586,813692,1
124586,586037,1
124586,1682446,1
124586,543241,1
124586,194979,1
1255084,528742,1
1296045,717431,1
1296045,961057,1
747182,307990,4
747182,130178,1
747182,1407000,2
747182,261654,3
747182,1353779,1
747182,1211978,1
747182,391709,1
747182,813692,1
747182,1682255,5
747182,1601697,1
747182,1364804,1
747182,916523,3
747182,889090,5
747182,1337851,1
747182,374767,2
747182,448960,1
747182,1209079,1
747182,792197,2
747182,10892,1
747182,1481761,1
747182,1588480,1
747182,276394,3
747182,772395,1
747182,1391604,1
747182,875341,3
747182,933805,2
747182,535183,1
747182,1231858,1
747182,1055498,1
747182,1322482,2
747182,471301,3
747182,628163,1
747182,1420754,3
747182,490858,1
747182,617339,4
747182,563144,9
747182,487243,1
517824,71482,2
517824,925471,1
517824,256423,1
755397,1481761,1
755397,1174026,1
755397,841916,1
755397,573221,1
747210,774887,1
452299,551002,1
591564,1322482,1
591564,563144,2
591564,1586776,1
591564,551002,1
591564,1391604,2
272098,108474,1
272098,1348572,1
272098,122101,1
26340,1272562,1
26340,80809,1
26340,202517,1
26340,297109,1
26340,130178,1
26340,346573,2
26340,578556,2
26340,486465,2
26340,563144,10
26340,1322482,4
26340,251510,1
26340,397041,1
1378020,1193837,1
1378020,879928,1
1378020,972342,1
345830,1554127,1
345830,1060409,1
345830,331047,1
1550055,207364,1
329455,864200,1
329456,817244,1
329456,1100562,1
329456,280493,1
329456,1513110,1
1648374,1420754,2
984830,253881,1
116492,56464,1
1632015,834284,3
1632015,1265361,1
1632015,1505117,1
1632015,1151075,4
1632015,1104560,2
1632015,1363641,3
1632015,1572355,1
1632015,327260,1
1632015,1616693,1
1632015,1628985,1
1632015,1231236,1
1632015,1112958,1
1632015,274669,1
1632015,1353779,2
1632015,1223761,1
1632015,232130,2
1632015,301976,1
1632015,817244,1
1632015,993249,1
1632015,591961,2
1632015,503043,1
1001240,60561,2
1001240,1708463,1
1001240,965836,1
1001240,977011,2
1001240,946407,1
1001240,1669126,1
1001240,1674632,1
1001240,792441,2
1001240,751320,1
689951,948118,4
689951,813692,1
689951,130178,2
689951,1199935,1
689951,1703051,1
689951,767552,2
689951,892480,1
689951,1538119,1
689951,957948,1
689951,1391604,1
689951,1481761,3
689951,134733,2
689951,1322351,1
689951,31302,4
689951,422072,4
689951,1201617,1
902943,307665,1
902943,1060080,1
902943,264587,1
902943,1394466,1
1296162,946452,1
1296162,1510479,1
1296162,1042559,3
1394466,1060080,1
1394466,264587,1
1394466,307665,1
1705773,15458,1
1705773,326189,1
1705773,842401,1
1697595,79115,1
1697595,993249,17
1697595,538021,1
452414,892480,1
452414,1201617,1
452414,1014067,2
1312575,1174026,1
1312575,829860,1
1312575,73542,1
1312575,1151475,1
1312575,338605,6
821055,1489596,1
591690,1550804,1
591690,544088,1
591690,626584,1
591690,261763,1
591690,1636248,3
591690,1274599,1
591690,130178,1
1705807,1231858,1
1705807,373299,1
1705807,617149,1
1705807,1649672,1
1705807,1650248,1
1394512,679823,1
558929,826409,1
558929,331047,1
558929,507653,4
558929,346993,5
558929,261721,1
558929,1158984,2
558929,1580093,1
558929,415169,1
558929,1395859,1
558929,1505117,1
1353560,1183293,3
1353560,1616693,1
1173339,941533,2
1173339,1255485,2
1173339,768963,2
460638,331608,1
190304,310628,1
190304,186443,8
190304,244431,7
190304,1257402,1
190304,726173,1
190304,490858,7
190304,586037,5
829280,1264443,1
829280,1447156,1
755555,1127149,3
755555,398780,6
755555,712411,1
755555,1248338,7
755555,564883,10
755555,1322311,1
755555,244543,1
755555,1512731,5
755555,391638,1
755555,948118,1
755555,31302,1
755555,1652221,1
264044,1099702,1
264044,362655,1
264044,1512296,1
264044,37053,1
452466,1338338,1
452466,596135,1
894840,1511564,1
1656697,797918,3
1517434,1617010,2
1517434,1290139,2
1656699,367336,1
1656699,1620997,2
747395,1620997,2
747395,1157824,1
747395,79610,1
288648,331047,1
288648,382168,1
288648,1505117,1
1263497,604097,1
1263497,863220,1
1263497,207364,1
1263497,1353779,1
1263497,130178,3
1263497,601186,1
1263497,331047,1
1263497,1174026,1
1263497,1481761,1
1263497,471350,1
1263497,448960,1
1263497,731766,1
1263497,1682446,1
1263497,392161,1
1263497,1240154,1
1263497,773918,1
1263497,528742,1
1263497,1537555,1
1263497,596135,3
1263497,1088800,1
1263497,51174,1
1492875,327473,1
452511,1257395,2
452511,210907,2
452511,1496739,1
452511,455439,2
452511,813692,2
452511,1207705,2
452511,1199435,2
837545,925471,1
837545,1446240,1
837545,449776,1
280493,1513110,2
280493,1100562,1
1656750,1538072,1
1099702,37053,1
1099702,362655,1
1099702,1512296,1
1263546,224304,1
1263546,520855,1
1263546,1214883,1
108474,122101,1
108474,1348572,1
337859,1659293,1
337859,1224694,1
255959,346573,1
255959,726643,2
255959,471301,1
255959,1157474,1
255959,991101,1
526297,415828,1
829407,2087,2
829407,1170305,2
829407,437269,2
993249,1363641,1
993249,1112958,1
993249,1481761,1
993249,1255485,1
993249,1391604,1
993249,817244,3
993249,1353779,1
993249,772395,1
1091554,1538119,3
1263588,535243,1
1263588,1104681,1
1263588,1693697,1
1263588,4281,1
1263588,1535719,1
1263588,748557,1
1263588,1544258,1
1263588,652367,1
1484773,1462523,1
1484773,808612,1
1484773,1329495,3
1484773,1054184,1
1484773,1210901,1
1484773,1228620,4
1484773,397352,3
1484773,280983,4
1484773,1435715,1
1484773,342819,1
1484773,881265,2
1484773,1289589,1
51174,448960,2
51174,1201617,1
51174,603734,1
51174,130178,1
51174,1535952,1
51174,773918,1
51174,1669126,1
51174,1094175,1
51174,1481761,1
1140710,1447109,1
1640426,1187317,1
1640426,411907,1
1640426,947230,1
1640426,1496916,1
1640426,1659362,1
1640426,692760,1
1640426,266662,1
1640426,619106,1
1640426,1174648,1
1640426,945620,1
1640426,293598,1
1640426,1659246,1
1640426,1195640,1
714749,250763,1
714749,993358,1
714749,1538119,1
714749,658455,1
1230846,1411964,1
1230846,551653,1
1230846,1391033,1
894978,1506751,1
894978,52673,1
894978,407633,1
894978,658579,1
444422,212874,1
444422,1330769,1
444422,1168540,1
444422,1190677,1
444422,1289859,1
444422,5836,1
1427467,1535742,2
1427467,1323602,1
2087,903617,1
2087,1309681,1
2087,437269,2
2087,645694,1
2087,1129504,2
2087,676801,1
2087,833744,1
2087,1170305,2
2087,1669507,1
780332,350248,2
780332,210907,2
985132,264587,1
985132,340446,2
149554,502770,1
1353779,1231236,1
1353779,667010,1
1353779,838224,1
1353779,1112958,1
1353779,1666135,1
1353779,617339,3
1353779,1539187,2
1353779,52673,1
1353779,1174026,1
1353779,210907,1
1353779,331047,1
1353779,1151075,1
1353779,1650248,1
1353779,551002,2
1353779,925471,1
1353779,1420754,1
1353779,1577368,4
1353779,1201617,2
1353779,1249902,1
1353779,826409,1
1353779,1363641,8
1353779,1616693,1
1353779,596135,3
1353779,649308,1
1353779,130178,1
1353779,495864,1
1353779,892480,2
1353779,1481761,2
1353779,817244,2
395315,114671,1
395315,1383796,1
395315,993876,1
395315,1632842,1
469045,1682446,1
469045,1620997,1
469045,79610,1
305206,1174026,1
305206,354497,1
1271862,629534,2
1255485,1662938,1
1255485,1391604,1
1255485,174176,1
1255485,768963,2
1255485,1011403,3
1255485,1446494,1
1255485,941533,3
1255485,1481761,1
1255485,1201617,1
1255485,850174,1
1435715,1054184,2
1435715,1289589,2
1435715,1462523,2
1435715,1419607,1
993358,1538119,1
993358,250763,1
993358,658455,1
960591,785390,1
960591,1570697,1
960591,362655,1
960591,1616049,1
1460309,5926,1
1460309,244543,1
1460309,617166,1
1460310,1272562,1
591961,232130,2
591961,1104560,2
591961,1616693,1
591961,1151075,2
551002,1322482,1
551002,1586776,2
551002,1231858,1
551002,411907,1
551002,1201617,1
551002,31302,4
551002,244431,1
551002,431339,6
551002,563144,6
551002,383673,2
551002,80809,3
551002,596135,2
551002,86255,2
551002,346573,4
551002,274794,3
551002,1539187,2
551002,374767,3
551002,892480,2
551002,552764,1
551002,528742,1
551002,955177,1
551002,865868,1
649308,925471,1
649308,1014848,1
649308,56325,1
649308,55203,1
649308,52673,2
649308,1151075,1
649308,1616693,1
649308,495864,1
649308,817244,1
649308,826409,1
649308,1363641,3
649308,1666135,1
649308,331391,1
649308,354826,1
1419358,1199221,1
1419358,293380,1
1419358,346993,1
174176,1136143,1
174176,1674632,1
174176,1209079,1
174176,1593113,1
174176,179354,1
796777,52538,1
370798,392161,1
370798,596135,3
370798,1318421,2
370798,1658892,1
370798,179279,1
370798,1151075,3
977011,751320,1
977011,965836,1
977011,946407,1
354420,991101,1
272501,882302,1
272501,1535952,1
272501,1481761,2
272501,1629658,2
272501,563896,1
272501,641292,1
272501,1160307,2
272501,1234095,1
272501,813692,1
272501,1095926,1
272501,1666862,2
272501,1551825,1
272501,882318,1
272501,882303,1
272501,1105608,1
378997,331047,1
378997,1030937,1
378997,1505117,1
378997,1526380,2
51317,990407,1
51317,547963,1
51317,69595,1
1263739,830325,2
272532,307990,6
272532,1314276,1
272532,1682255,8
297109,1447290,1
297109,563144,1
297109,1141392,1
297109,1501347,3
362655,744505,1
362655,741484,1
362655,37053,1
362655,381745,1
362655,1513110,1
362655,1512296,1
362655,420116,1
362655,274794,1
362655,1570697,1
362655,1616049,1
362655,785390,1
362655,1482204,1
780450,128031,1
780450,1414355,1
780450,1666135,1
780450,52673,1
780450,364944,1
780450,1520446,1
1501347,1627249,1
1501347,1447290,1
1501347,1141392,1
125098,799632,4
125098,1347774,1
125098,174556,4
1616049,1570697,1
1616049,785390,1
592054,395882,1
592054,1055993,2
321727,474435,1
321727,1167146,1
354497,1174026,1
411847,961706,3
411847,464375,1
411847,13982,4
411847,1151075,2
411847,780681,5
411847,1120791,2
411847,522780,4
2249,1211918,1
2249,1644839,1
2249,1022246,1
518350,73542,2
518350,391709,2
1280207,616986,1
510171,1700568,2
510171,1027597,1
1091809,921111,1
1091809,1440779,1
1091809,745448,1
1091809,1708463,1
1091809,179279,1
1091809,1088800,2
1091809,21203,1
1091809,924807,5
1091809,1691205,1
1091809,268639,1
1091809,679823,1
1640680,1674632,4
411907,1174648,1
411907,692760,2
411907,619106,1
411907,1659246,1
411907,1659362,1
411907,293598,2
411907,947230,2
411907,1496916,3
411907,666081,1
411907,266662,2
411907,1195640,4
411907,415185,1
411907,1256109,1
411907,1403661,1
411907,1187317,1
411907,945620,1
1321225,813692,1
1321225,1097406,1
92426,338605,1
92426,391709,2
1313035,881265,1
641292,1481761,1
641292,1160307,1
420116,307286,1
1173790,1513110,1
1198370,1600099,2
1198370,1578709,2
1173800,1260670,2
772395,1272562,5
772395,715820,2
772395,519757,1
772395,1535952,3
772395,1211978,1
772395,965230,1
772395,1700072,2
772395,829860,3
772395,331047,1
772395,333986,1
772395,249737,2
772395,346573,1
772395,864200,1
772395,817244,1
772395,921111,1
772395,1616693,1
772395,1094175,3
772395,872815,3
772395,991043,1
1100095,334053,1
1100095,531490,1
1100095,723460,3
649539,1060080,1
436547,1298463,2
1001796,1163068,2
1001796,268106,2
1001796,1646058,2
305489,1095793,1
305489,1060965,1
305489,264587,1
1329495,373299,3
1329495,1228620,3
1329495,808612,1
1329495,397352,3
1419607,1054184,1
1419607,1462523,1
1419607,1289589,1
1460572,1514284,1
207198,799632,3
772448,486710,1
772448,769241,2
772448,1060080,1
772448,667004,2
772448,728070,1
772448,1060965,3
772448,23437,2
1157474,276394,2
1157474,587235,1
1157474,1028997,2
1157474,346573,1
395620,1400665,1
395620,1400383,1
395620,1257411,1
395620,1105608,1
1214824,1674632,1
1370472,280983,1
1198451,498114,1
1272180,908217,1
1272180,740902,1
1272180,740913,4
1583484,531187,1
1231236,1363641,2
1231236,1088800,1
780681,961706,3
780681,1167024,1
780681,522780,4
780681,1151075,2
780681,208622,1
780681,13982,4
780681,1120791,2
780681,594709,1
780681,1088800,1
780681,301976,1
780681,1486940,1
780681,916684,1
1452426,617339,1
1452426,1389110,1
1452426,865728,1
264587,1060965,1
264587,1055993,1
264587,557020,2
264587,1060080,1
264587,1095793,1
264587,502770,3
264587,307665,1
264587,1006674,1
264587,1210630,18
264587,294757,1
264587,781858,3
1223056,495134,2
1223056,1482304,1
1223056,94568,1
1223056,1646450,1
84371,1322351,1
84371,1650248,1
84371,1405236,1
280983,1175063,2
280983,791464,2
280983,1348572,1
280983,1210901,1
51613,52673,1
51613,1088800,1
1354147,392161,1
829860,416645,2
829860,1588480,7
829860,581542,2
829860,1272562,3
829860,1700072,3
829860,331047,1
829860,991043,4
829860,1174026,1
829860,346573,1
829860,596135,1
829860,965230,1
829860,928804,1
1690019,390471,1
1690019,991101,1
1690019,661671,1
1690019,666081,2
1690019,685337,1
1690019,60127,1
1214883,224304,1
1214883,520855,1
256423,71482,1
256423,925471,1
633265,421088,5
625075,364969,1
1001910,1597381,1
1001910,1679140,1
1001910,392161,1
1001910,1685698,7
903617,1309681,1
903617,833744,1
346573,580031,1
346573,14835,1
346573,1551825,1
346573,309699,8
346573,274794,3
346573,31302,3
346573,1272562,2
346573,1700072,1
346573,563144,5
346573,1322482,1
346573,1322351,1
346573,331047,1
346573,80809,4
346573,374767,3
346573,431339,6
1550804,1534845,1
1550804,1371644,1
1550804,1087539,1
1550804,544088,3
1010133,146007,1
174556,1700568,1
174556,396729,1
174556,266894,1
174556,799632,9
174556,1347774,2
666081,661671,1
666081,685337,1
813537,96050,1
813537,1322180,2
813537,941533,2
1337851,1364804,7
1337851,629534,1
1681916,928647,4
1681916,544489,1
1681916,1314982,2
1010178,1646063,1
1010178,1316493,1
1010178,535243,1
1010178,1682255,1
1010178,865728,4
207364,731766,2
207364,179354,1
723460,334053,1
723460,1675707,3
543241,586037,1
1174026,1535719,2
1174026,31302,2
1174026,266894,1
1174026,1481761,2
1174026,528742,2
1174026,1355108,1
1174026,645176,1
1174026,1201617,1
1174026,47049,4
1174026,186443,2
1174026,40605,3
1174026,1551825,9
1174026,1342727,1
1174026,841916,1
1174026,1250488,2
1174026,470722,2
1174026,53618,1
1174026,519003,1
1174026,486710,1
1174026,1430431,10
1174026,928576,1
1174026,258819,2
1174026,391709,1
1174026,813692,2
1174026,1272562,3
1174026,767552,1
1174026,859321,1
1174026,653701,4
1174026,331047,2
1174026,331126,2
1174026,45374,2
1174026,225752,1
1174026,308242,1
1174026,1700568,1
1174026,1103727,2
1174026,596135,4
1174026,921111,2
1174026,486198,2
1174026,573221,2
1174026,1635790,1
1174026,1645475,1
1174026,179279,3
1174026,422072,2
1174026,244543,1
1174026,244431,2
1174026,1626644,4
1174026,126337,2
1174026,1182605,2
1174026,130178,3
1174026,162130,2
1174026,1610894,1
1174026,1441762,1
1174026,1317376,1
1174026,660305,1
1174026,1014848,1
1174026,1318421,1
1174026,1256148,2
1174026,250501,1
354826,56325,3
354826,1700072,1
354826,95381,1
354826,1708463,2
920088,1301010,1
322073,833744,1
322073,1175472,1
616986,982879,1
616986,1355596,1
616986,158278,1
616986,290929,1
616986,422741,1
616986,1235043,1
616986,1318565,1
616986,1095039,1
616986,1447156,1
961057,717431,1
657953,1703885,1
657953,1324693,1
657953,1700428,1
330279,109448,1
330279,12468,1
330279,1673783,1
993841,863220,2
289332,1585666,2
289332,1231858,2
289332,373299,2
289332,617149,2
289332,1650248,2
289332,1649672,2
289332,1201617,2
289332,1487835,2
289332,1322351,2
1673783,109448,1
1673783,12468,1
1174080,569658,1
1174080,1095926,1
1174080,1160999,2
1174080,813692,1
1174080,1535952,1
1174080,1343349,1
1174080,64684,1
1174080,617958,1
158278,1415740,1
158278,1187734,1
158278,36711,1
158278,982879,1
68168,930900,2
1632842,1383796,1
1632842,993876,1
1632842,1088800,1
1632842,1577982,1
1632842,114671,1
1632842,274794,1
1632846,186443,1
1632846,1306745,1
1632846,547963,1
1632846,923108,1
1632846,1151075,1
1632846,69595,1
1632846,519757,1
1632846,1404544,1
838224,1201617,1
977489,842401,3
993876,1383796,1
993876,1358281,1
993876,114671,1
1600099,1578709,2
1600099,1088800,2
412261,1306273,1
412261,1512894,1
412261,392161,1
27241,391709,2
191084,1105608,1
191084,813692,2
191084,1259659,1
191084,470722,1
191084,52673,1
191084,617958,1
191084,1059466,1
191084,1166251,1
207471,1669507,2
207471,193471,1
207471,1282770,1
207471,1250793,1
207471,1129504,1
1518193,581542,1
1518193,1006674,1
379509,1265361,1
379509,269891,1
379509,1170818,2
379509,52673,1
731766,179354,1
813692,1207705,6
813692,596135,2
813692,1391604,1
813692,551653,2
813692,210907,7
813692,1021644,1
813692,1650248,1
813692,31302,3
813692,1097406,1
813692,1256148,1
813692,1257395,9
813692,1348723,1
813692,1234728,1
813692,455439,4
813692,212682,1
813692,774887,1
813692,1105608,3
813692,1496739,1
813692,179279,1
813692,957948,6
813692,1199435,5
813692,391709,1
813692,717431,2
813692,977712,1
813692,194979,2
813692,1481761,4
813692,307990,1
813692,865868,1
813692,535243,1
813692,1551825,1
813692,244431,3
1206919,551653,3
1206919,768793,3
731784,865728,1
731784,956297,1
1059466,1244388,1
1059466,266894,2
1059466,1170494,2
1059466,759178,1
1059466,45543,1
1059466,1216298,2
1059466,1045635,2
1059466,617958,3
715399,327473,1
715399,744505,1
535183,1391351,2
535183,930900,5
535183,261654,1
535183,1650248,1
535183,226025,1
535183,1136143,1
1141392,578025,2
1141392,674784,3
1141392,1166031,4
1141392,1146117,1
1141392,555692,1
1141392,479773,1
961179,1084998,1
961179,1646064,1
961179,1547414,1
527005,381745,1
527005,1513110,1
527005,594111,1
191139,991043,1
494247,1322482,1
1354412,1539187,1
1354412,1022246,1
1354412,210499,1
338605,315728,1
338605,740913,1
338605,1274065,1
338605,826409,1
338605,1535952,3
338605,1534652,3
338605,391709,7
338605,1699781,1
338605,73542,4
338605,1079085,1
338605,1332287,4
338605,1700072,1
338605,178438,1
338605,294432,4
1256109,1496916,1
1256109,1195640,1
617149,1628620,1
617149,736233,1
617149,1430431,1
617149,179279,1
617149,1649672,3
617149,930452,1
617149,1585666,2
617149,1650248,4
617149,1231858,3
617149,15378,2
617149,1201617,5
617149,1322351,2
617149,1088800,3
617149,397352,1
617149,1487835,2
617149,930558,1
617149,768963,1
617149,373299,4
617149,879676,2
617149,1272562,1
617149,490858,1
1157824,1620997,1
1157824,79610,1
232130,274794,1
232130,1169229,1
232130,1104560,3
232130,1538119,1
232130,1616693,1
232130,1151075,2
232130,368449,1
232130,810097,1
535243,81172,1
535243,1256148,1
535243,1505117,1
535243,1481761,2
535243,865868,1
535243,1095926,1
535243,244543,2
535243,93553,1
535243,1682255,1
1166031,578025,1
1166031,479773,1
1166031,674784,3
1166031,1146117,1
1166031,555692,1
1256148,1700072,1
1256148,865868,1
1256148,1505117,1
1256148,1374727,2
1256148,1535952,1
1256148,261654,1
1256148,244543,1
60127,390471,1
60127,891895,1
60127,1064185,1
1673951,1060080,2
1673951,1701385,4
1673951,3282,1
551653,31302,1
551653,596135,1
551653,955206,6
551653,1593113,2
551653,422072,1
551653,977712,1
551653,1391033,1
551653,768793,5
551653,1411964,1
273136,168134,1
273136,881679,1
273136,1175018,2
273136,991043,2
273136,695229,1
1272562,1055993,2
1272562,1700072,2
1272562,1628620,1
1272562,130178,1
1272562,945183,1
1272562,1650248,2
1272562,331608,1
1272562,331126,2
1272562,331047,2
1272562,202517,1
1272562,470722,2
1272562,1260670,1
1272562,78150,1
1272562,1088800,1
1272562,162130,2
1272562,1259887,1
1272562,1250488,1
1272562,194977,1
1272562,316731,1
1272562,921111,2
1272562,571004,3
1272562,1686278,1
1272562,1211978,2
1272562,995283,2
1272562,1487835,2
1272562,37053,1
1272562,1430431,1
1272562,126337,3
1272562,391709,4
1272562,987389,1
1272562,988959,3
1272562,563144,1
1272562,490858,1
1403661,1195640,1
1403661,1496916,1
1403661,415185,1
1100562,1513110,1
1190677,1289859,1
1190677,5836,1
1190677,212874,1
387868,1078694,3
387868,470722,2
387868,21203,1
387868,505121,3
387868,1031505,4
387868,1051718,3
977712,179354,1
977712,563896,1
486192,383874,1
314160,277302,1
314160,358450,1
68401,692760,1
68401,1195640,1
68401,897226,1
1616693,1088800,1
1616693,554487,1
1616693,1658892,1
1616693,1151075,3
1616693,1488047,1
1616693,495864,1
1616693,244543,1
1616693,1666135,1
1616693,503043,1
1616693,1363641,1
1616693,368449,2
1616693,52673,1
1616693,372984,1
1616693,551769,1
1616693,925471,3
1616693,826409,2
1616693,1104560,1
1616693,1265361,3
486198,1175018,1
486198,519003,2
486198,768793,1
486198,1551825,3
486198,958113,1
486198,653701,1
486198,1568081,1
486198,1502735,1
1706811,797949,1
1706811,957948,1
1706811,1436910,1
1706811,392161,1
1706811,1201617,1
1706811,1209079,1
1264443,1447156,1
928576,45374,1
928576,258819,1
928576,1535719,1
928576,244431,1
928576,1551825,1
617284,753478,1
191304,1113578,1
191304,391709,1
191304,294432,1
191304,1539564,1
191304,439390,1
1682255,1322482,2
1682255,1628782,1
1682255,617339,2
1682255,1420754,3
1682255,307990,20
1682255,1055993,1
1682255,374767,2
1682255,792197,1
1682255,431339,1
1682255,563144,2
1682255,392161,1
1682255,1314276,1
1682255,1153231,7
1682255,381745,1
43855,1357361,2
43855,1200218,2
551769,1488047,1
551769,372984,1
519003,1535719,1
519003,1317376,1
519003,1014848,1
519003,958113,1
519003,225752,1
519003,1441762,1
519003,1568081,1
519003,250501,1
519003,1342727,1
346993,528162,1
346993,293380,1
346993,415169,1
346993,1199221,1
346993,1580093,1
1362808,93512,1
617339,563144,2
617339,1420754,2
617339,1322482,2
617339,307990,2
617339,1201617,1
617339,1389110,1
617339,865728,1
617339,1481761,1
617339,374767,2
617339,1363641,4
617339,826409,1
617339,933805,2
617339,817244,1
617339,1650248,1
1411964,1391033,1
1534845,1087539,1
1534845,544088,1
1534845,1371644,1
1428352,294432,2
1133442,865097,1
1133442,556073,3
1133442,531575,2
945028,86255,1
945028,750523,1
945028,920795,1
928647,864200,3
928647,1314982,2
928647,544489,9
109448,12468,1
1182605,1457140,3
1182605,946452,3
1182605,1154895,4
1706905,424467,1
1706905,358036,1
1706905,659309,1
1706905,1201504,1
1166251,1259659,1
240572,1136416,1
347089,364739,2
756696,454181,1
756696,945716,3
756696,629534,2
674784,1146117,1
674784,555692,1
674784,479773,1
674784,578025,1
1338338,596135,1
1231858,383673,1
1231858,552764,1
1231858,1588480,1
1231858,1211978,1
1231858,1201617,2
1231858,955177,2
1231858,1650248,4
1231858,1649672,3
1231858,1585666,2
1231858,1322351,2
1231858,490858,1
1231858,1487835,2
1231858,628163,1
1231858,373299,3
863220,195610,2
863220,339166,1
863220,325519,1
863220,1088800,1
863220,392161,1
863220,604097,1
863220,1682446,1
1149956,700758,1
1149956,154798,1
1649672,872815,2
1649672,331047,1
1649672,1634514,1
1649672,301403,1
1649672,1650248,5
1649672,1322351,4
1649672,709082,1
1649672,1201617,3
1649672,521934,1
1649672,373299,3
1649672,400616,1
1649672,249737,3
1649672,740902,1
1649672,596728,2
1649672,908217,1
1649672,1585666,2
1649672,715820,4
1649672,561260,1
1649672,1153598,1
1649672,1487835,2
1649672,1055498,1
1649672,261654,1
748557,1544258,1
1682446,1620997,1
1682446,1136408,1
1682446,79610,1
1682446,392161,1
1682446,449502,1
1682446,745364,1
1682446,604097,1
1682446,1088800,1
437269,1170305,2
658455,1538119,1
658455,250763,1
658455,547906,1
830488,86255,1
945183,391709,1
945183,1650248,1
945183,1129504,1
715820,603396,2
715820,596728,2
715820,561260,1
715820,1151938,1
715820,249737,8
715820,1094175,2
715820,872815,6
314414,1551560,1
314414,1298463,1
224304,520855,1
879676,15378,1
879676,1440779,2
879676,1088800,1
879676,921111,2
879676,930452,1
879676,1686278,1
486465,251510,1
486465,578556,1
486465,769315,1
486465,130178,1
486465,1322482,1
486465,563144,2
486465,202517,1
1051718,21203,1
1051718,1078694,3
1051718,687079,1
1510479,946452,13
1223761,274669,1
1223761,1628985,1
1223761,503043,1
1248338,1512731,5
1248338,398780,6
1248338,1127149,3
1248338,712411,1
1248338,564883,6
11349,57189,1
11349,916523,1
1666135,364944,2
1666135,495864,1
1666135,1363641,1
1666135,1414355,1
1666135,52673,2
1666135,925471,2
1666135,826409,1
1666135,1520446,1
1666135,503043,1
1666135,128031,1
1666135,1151075,2
1240154,1187734,1
1240154,186443,1
1240154,1175472,1
1240154,1129504,1
1240154,1700088,1
535649,349846,1
535649,1535952,1
535649,458183,1
535649,1636011,1
535649,1708017,1
601186,1537555,1
601186,471350,1
601186,528742,1
511075,1136143,1
724072,881265,1
724072,628163,2
724072,573292,1
724072,130150,1
724072,913183,1
724072,1585636,1
1535083,1105608,1
1535083,1250488,1
1535083,767552,1
1535083,490858,1
1535083,244431,2
1535083,1201617,1
1535083,586037,2
1535083,1136416,1
1617010,1415081,1
1617010,1290139,2
1199221,293380,1
1174648,1195640,1
1174648,619106,1
1174648,293598,1
1174648,692760,1
1174648,947230,1
1174648,945620,1
